Customer_ID,Join_Date,Tenure_Months,Churn_Flag,Churn_Date,Customer_Segment,Region,Contract_Type,Payment_Method,Monthly_Charges,Usage_Score,Support_Tickets,Satisfaction_Score
CUST18714,2021-09-12,4,No,,Retail,South,Monthly,Credit Card,408.62,51,2,5
CUST18715,2022-03-28,30,No,,Retail,East,Quarterly,Debit Card,755.9,28,2,3
CUST18716,2021-05-22,31,No,,Retail,West,Annual,Credit Card,601.31,98,1,1
CUST18717,2023-12-29,47,No,,SME,East,Monthly,Credit Card,250.0,21,1,4
CUST18718,2021-03-30,16,No,,SME,West,Quarterly,Credit Card,442.61,94,6,1
CUST18719,2023-05-21,43,Yes,2024-12-12,SME,South,Monthly,Debit Card,721.07,90,1,2
CUST18720,2024-03-05,3,No,,Retail,South,Quarterly,Debit Card,958.4,39,5,2
CUST18721,2022-06-07,12,No,,Corporate,West,Annual,Debit Card,796.48,96,2,4
CUST18722,2022-10-22,12,Yes,2024-12-14,Retail,West,Monthly,Credit Card,600.57,89,0,1
CUST18723,2023-08-09,11,No,,Retail,North,Quarterly,Debit Card,556.8,69,4,1
CUST18724,2023-06-29,16,No,,Retail,South,Annual,UPI,453.48,20,0,2
CUST18725,2022-03-18,29,No,,SME,West,Annual,UPI,898.6,49,2,4
CUST18726,2021-02-07,21,No,,Retail,West,Monthly,Debit Card,891.0,52,1,4
CUST18727,2021-07-29,45,No,,Retail,South,Monthly,UPI,623.74,29,2,3
CUST18728,2022-05-28,44,No,,SME,North,Monthly,UPI,778.09,12,3,2
CUST18729,2023-10-22,42,No,,Retail,South,Annual,Credit Card,447.47,16,3,2
CUST18730,2023-09-08,43,No,,Corporate,North,Annual,UPI,631.04,84,3,1
CUST18731,2022-01-16,5,Yes,2024-03-15,Retail,South,Quarterly,Debit Card,634.52,83,2,2
CUST18732,2023-04-08,13,No,,Corporate,South,Annual,Credit Card,615.36,89,0,1
CUST18733,2023-05-09,17,No,,Corporate,East,Monthly,Credit Card,656.95,26,2,4
CUST18734,2022-01-29,12,No,,Retail,South,Monthly,UPI,296.9,23,4,4
CUST18735,2023-12-10,17,No,,SME,North,Monthly,Credit Card,713.8,90,1,1
CUST18736,2022-01-31,1,No,,Corporate,West,Quarterly,UPI,358.14,40,3,1
CUST18737,2021-02-01,8,No,,SME,North,Monthly,Credit Card,674.32,14,3,2
CUST18738,2022-06-29,16,Yes,2023-03-12,SME,West,Monthly,UPI,314.69,99,1,5
CUST18739,2022-12-13,15,Yes,2024-07-31,Retail,West,Quarterly,Debit Card,899.17,85,0,3
CUST18740,2023-11-16,19,No,,Retail,North,Quarterly,Credit Card,1074.82,7,0,2
CUST18741,2023-12-21,25,No,,Retail,North,Annual,Credit Card,991.67,24,0,1
CUST18742,2022-07-07,31,No,,Retail,East,Annual,Credit Card,799.32,63,0,4
CUST18743,2024-02-28,42,No,,Retail,North,Monthly,Credit Card,549.71,13,3,2
CUST18744,2021-07-17,2,No,,Corporate,North,Quarterly,UPI,505.62,48,1,5
CUST18745,2023-03-10,25,Yes,2024-03-27,Corporate,East,Monthly,UPI,889.97,73,3,1
CUST18746,2022-11-25,31,No,,Corporate,South,Quarterly,Credit Card,882.0,63,4,5
CUST18747,2021-05-27,4,Yes,2021-10-12,SME,South,Quarterly,UPI,710.97,28,0,1
CUST18748,2022-05-13,4,No,,Retail,East,Annual,Debit Card,269.67,90,2,4
CUST18749,2021-02-17,12,No,,Retail,East,Quarterly,UPI,918.34,5,3,4
CUST18750,2023-02-09,17,No,,Retail,North,Monthly,UPI,531.73,12,1,4
CUST18751,2022-10-13,21,No,,SME,East,Quarterly,UPI,295.52,36,1,2
CUST18752,2024-04-10,29,No,,Corporate,West,Quarterly,UPI,1087.48,53,0,3
CUST18753,2022-09-05,22,No,,SME,East,Quarterly,UPI,727.0,62,1,3
CUST18754,2022-11-30,36,Yes,2024-12-13,Corporate,East,Monthly,UPI,923.83,92,3,5
CUST18755,2022-01-11,40,Yes,2023-01-08,Corporate,South,Monthly,Debit Card,517.84,77,1,2
CUST18756,2023-03-17,16,Yes,2024-11-13,Retail,East,Monthly,Debit Card,538.24,36,4,2
CUST18757,2023-07-10,15,Yes,2025-06-14,Retail,North,Monthly,UPI,319.48,76,3,5
CUST18758,2023-05-25,30,No,,Retail,North,Monthly,Credit Card,523.54,23,0,3
CUST18759,2023-03-21,46,No,,Retail,South,Monthly,UPI,768.56,72,1,1
CUST18760,2023-06-24,11,No,,Retail,North,Monthly,UPI,373.79,82,3,3
CUST18761,2023-10-03,13,No,,SME,North,Quarterly,Credit Card,673.56,26,1,4
CUST18762,2021-02-02,23,Yes,2023-01-02,SME,North,Monthly,UPI,842.3,50,0,4
CUST18763,2021-03-10,40,No,,Corporate,North,Monthly,UPI,780.43,73,1,2
CUST18764,2022-08-15,41,Yes,2023-12-21,Retail,East,Monthly,UPI,635.57,93,1,2
CUST18765,2021-04-11,34,No,,Retail,South,Quarterly,Debit Card,719.47,27,0,2
CUST18766,2023-07-03,20,No,,SME,West,Monthly,UPI,572.03,42,2,3
CUST18767,2023-01-03,2,Yes,2024-04-14,SME,North,Monthly,UPI,612.19,52,3,5
CUST18768,2022-01-25,8,Yes,2024-02-12,Retail,West,Monthly,UPI,381.21,94,1,1
CUST18769,2021-06-09,18,No,,Corporate,West,Monthly,UPI,497.74,37,0,4
CUST18770,2023-06-11,7,No,,Retail,West,Quarterly,Debit Card,817.29,24,1,4
CUST18771,2023-12-07,43,Yes,2024-12-13,Retail,East,Monthly,Debit Card,716.37,21,0,1
CUST18772,2024-03-28,31,No,,SME,North,Monthly,Debit Card,1069.22,75,3,3
CUST18773,2022-11-27,22,No,,SME,North,Annual,Debit Card,310.41,12,3,4
CUST18774,2023-01-28,28,No,,SME,West,Monthly,UPI,470.42,86,3,1
CUST18775,2022-06-07,25,No,,Retail,South,Monthly,Credit Card,674.13,43,2,1
CUST18776,2023-01-02,1,Yes,2025-06-16,Retail,East,Monthly,Credit Card,696.45,63,1,1
CUST18777,2021-06-04,32,No,,Corporate,West,Quarterly,Credit Card,568.84,81,4,5
CUST18778,2021-12-05,25,Yes,2023-01-03,Corporate,East,Annual,UPI,375.39,53,0,3
CUST18779,2023-03-06,16,No,,Retail,North,Quarterly,Debit Card,344.33,24,1,3
CUST18780,2024-03-17,29,No,,Corporate,West,Annual,Credit Card,464.42,34,2,3
CUST18781,2023-06-18,42,No,,Corporate,East,Quarterly,Debit Card,699.83,69,4,3
CUST18782,2024-03-13,24,Yes,2025-03-14,Corporate,South,Monthly,UPI,626.58,77,5,5
CUST18783,2021-04-13,17,No,,SME,East,Quarterly,UPI,704.57,5,3,2
CUST18784,2023-03-23,42,No,,SME,North,Monthly,Credit Card,789.54,90,0,5
CUST18785,2021-04-03,6,Yes,2023-04-24,Retail,North,Monthly,Credit Card,297.43,47,0,2
CUST18786,2023-09-02,14,No,,Retail,North,Annual,Debit Card,612.05,55,4,4
CUST18787,2021-04-29,26,Yes,2023-03-31,Retail,South,Monthly,Credit Card,427.84,92,3,3
CUST18788,2021-01-29,28,No,,Corporate,East,Quarterly,Credit Card,628.96,46,0,5
CUST18789,2023-10-10,47,No,,Retail,West,Annual,UPI,820.64,79,1,1
CUST18790,2023-11-20,36,No,,Retail,South,Annual,UPI,516.44,15,3,5
CUST18791,2023-05-22,31,No,,SME,North,Monthly,UPI,888.45,15,1,4
CUST18792,2023-03-11,27,No,,Corporate,North,Monthly,Credit Card,928.6,36,0,2
CUST18793,2024-03-07,2,Yes,2024-04-21,Retail,South,Quarterly,Debit Card,718.4,54,3,3
CUST18794,2022-04-20,19,Yes,2024-08-29,Retail,East,Quarterly,Credit Card,740.97,29,0,2
CUST18795,2022-07-17,28,No,,Retail,South,Annual,Credit Card,786.76,87,3,4
CUST18796,2022-03-11,45,No,,Retail,West,Monthly,Credit Card,730.05,11,1,1
CUST18797,2023-03-15,44,No,,Corporate,South,Annual,UPI,745.05,88,1,4
CUST18798,2021-02-24,21,No,,Retail,West,Quarterly,Credit Card,559.89,70,2,1
CUST18799,2023-07-20,45,No,,Retail,North,Quarterly,Credit Card,646.22,54,1,2
CUST18800,2023-01-22,15,No,,Retail,West,Annual,UPI,352.71,30,0,5
CUST18801,2021-11-08,34,No,,Retail,North,Monthly,Debit Card,600.76,54,2,1
CUST18802,2024-01-18,40,No,,Retail,North,Monthly,Debit Card,718.94,78,2,4
CUST18803,2023-08-15,3,No,,Corporate,East,Annual,Debit Card,638.29,34,2,4
CUST18804,2021-11-14,1,No,,Retail,West,Monthly,UPI,1121.13,36,2,1
CUST18805,2023-01-27,24,Yes,2023-07-17,SME,West,Monthly,UPI,903.83,20,0,5
CUST18806,2022-04-10,43,No,,SME,North,Annual,UPI,843.74,89,0,5
CUST18807,2024-01-16,27,No,,Retail,West,Annual,Credit Card,613.7,23,3,5
CUST18808,2022-12-01,9,No,,Retail,South,Monthly,Debit Card,250.0,19,1,4
CUST18809,2023-12-17,24,No,,SME,East,Quarterly,UPI,596.71,23,1,1
CUST18810,2024-02-11,17,Yes,2024-05-16,Retail,South,Monthly,UPI,606.24,5,3,2
CUST18811,2023-01-05,28,No,,Retail,East,Monthly,Credit Card,392.16,48,1,3
CUST18812,2023-12-30,39,No,,Corporate,North,Monthly,Debit Card,669.61,45,1,3
CUST18813,2023-01-09,4,No,,SME,East,Monthly,UPI,717.11,61,5,1
CUST18814,2023-02-07,29,No,,Corporate,North,Monthly,Debit Card,1008.96,83,1,5
CUST18815,2023-01-14,45,No,,Retail,North,Monthly,Credit Card,475.03,14,5,1
CUST18816,2021-10-03,28,No,,SME,West,Quarterly,Debit Card,963.65,70,2,5
CUST18817,2021-08-21,37,No,,Corporate,East,Annual,UPI,1170.75,94,1,4
CUST18818,2021-02-23,29,No,,SME,North,Annual,Debit Card,641.18,97,2,5
CUST18819,2021-09-14,44,No,,Retail,North,Quarterly,UPI,373.43,34,1,5
CUST18820,2021-03-31,29,Yes,2023-04-09,Retail,North,Annual,Debit Card,521.88,30,1,5
CUST18821,2022-02-12,5,No,,Retail,East,Monthly,UPI,609.48,52,0,4
CUST18822,2022-01-01,11,No,,Retail,West,Monthly,Credit Card,589.63,13,3,4
CUST18823,2021-12-17,2,Yes,2023-07-25,Corporate,East,Monthly,Debit Card,613.0,81,1,5
CUST18824,2024-03-28,4,No,,Retail,South,Monthly,Credit Card,477.56,60,2,3
CUST18825,2022-05-02,10,No,,SME,North,Annual,Debit Card,734.31,17,2,3
CUST18826,2023-04-22,39,Yes,2025-02-27,Retail,North,Monthly,Debit Card,1007.57,39,1,4
CUST18827,2023-09-11,44,Yes,2024-01-06,Corporate,East,Annual,Credit Card,375.42,57,3,3
CUST18828,2022-09-13,8,No,,Retail,East,Quarterly,Debit Card,618.94,51,1,4
CUST18829,2023-07-19,23,No,,SME,East,Quarterly,Credit Card,695.88,62,2,3
CUST18830,2022-02-05,27,No,,Corporate,North,Monthly,Credit Card,860.67,99,2,3
CUST18831,2024-01-25,23,No,,Retail,East,Monthly,UPI,958.9,52,1,3
CUST18832,2022-07-24,34,No,,SME,North,Monthly,UPI,978.72,38,4,5
CUST18833,2023-09-02,35,No,,Retail,East,Monthly,UPI,449.58,96,1,1
CUST18834,2022-01-27,17,No,,Retail,West,Annual,Credit Card,534.84,98,2,4
CUST18835,2021-12-18,47,No,,Retail,East,Annual,UPI,634.36,95,3,1
CUST18836,2023-03-17,10,No,,Retail,East,Monthly,UPI,1052.45,95,1,1
CUST18837,2022-07-30,2,No,,SME,East,Quarterly,Credit Card,938.76,53,1,4
CUST18838,2023-02-16,17,No,,Retail,East,Monthly,UPI,528.28,46,1,1
CUST18839,2022-09-25,31,No,,Corporate,West,Quarterly,UPI,580.22,63,1,4
CUST18840,2022-06-07,16,No,,Retail,North,Quarterly,Debit Card,488.04,92,5,3
CUST18841,2022-12-27,24,Yes,2023-07-30,Retail,South,Monthly,Debit Card,647.16,28,4,3
CUST18842,2021-06-11,7,No,,Retail,East,Monthly,UPI,691.83,27,2,4
CUST18843,2022-10-21,19,Yes,2022-12-28,Retail,South,Quarterly,Credit Card,460.22,5,6,2
CUST18844,2023-04-30,16,No,,SME,North,Monthly,Debit Card,939.53,84,3,2
CUST18845,2021-03-23,33,No,,SME,South,Quarterly,Debit Card,910.7,14,0,1
CUST18846,2022-06-08,36,Yes,2023-05-09,SME,West,Monthly,Credit Card,971.13,42,4,1
CUST18847,2021-01-04,45,No,,SME,East,Quarterly,Debit Card,599.19,98,3,4
CUST18848,2022-05-10,10,No,,Retail,West,Monthly,UPI,1055.22,15,1,5
CUST18849,2023-12-11,43,No,,Retail,East,Monthly,Credit Card,732.69,38,3,5
CUST18850,2024-03-03,15,No,,Retail,West,Quarterly,Debit Card,929.84,76,4,5
CUST18851,2022-07-22,43,No,,SME,East,Monthly,UPI,508.06,78,1,4
CUST18852,2023-05-28,3,No,,Corporate,West,Quarterly,UPI,596.4,91,5,5
CUST18853,2023-12-28,2,No,,Corporate,North,Quarterly,Credit Card,562.28,10,6,3
CUST18854,2023-10-09,43,Yes,2025-01-07,Corporate,East,Quarterly,Credit Card,358.05,57,2,1
CUST18855,2023-10-12,42,Yes,2025-05-06,SME,East,Monthly,Debit Card,510.2,63,0,1
CUST18856,2023-05-14,35,No,,SME,East,Quarterly,UPI,557.47,85,3,2
CUST18857,2024-03-12,27,No,,Retail,West,Annual,Debit Card,617.32,49,2,4
CUST18858,2023-02-18,5,No,,SME,West,Quarterly,Credit Card,539.75,93,2,1
CUST18859,2023-10-02,15,No,,Retail,West,Monthly,Debit Card,563.5,75,1,2
CUST18860,2021-11-10,36,No,,Retail,South,Monthly,Credit Card,888.57,65,2,2
CUST18861,2022-12-31,33,No,,Retail,North,Annual,Debit Card,711.08,87,2,3
CUST18862,2022-01-19,1,No,,Retail,North,Annual,Debit Card,344.94,41,0,1
CUST18863,2021-10-04,12,Yes,2022-01-05,Retail,West,Quarterly,UPI,693.9,95,2,2
CUST18864,2024-01-01,42,No,,Corporate,East,Monthly,UPI,749.96,72,4,5
CUST18865,2024-02-27,41,No,,Corporate,North,Quarterly,UPI,636.77,63,0,4
CUST18866,2022-11-29,9,No,,SME,South,Monthly,Debit Card,1133.6,53,0,4
CUST18867,2023-10-27,20,Yes,2024-02-18,Corporate,West,Quarterly,UPI,575.07,52,1,5
CUST18868,2023-01-21,30,No,,Retail,East,Monthly,UPI,563.25,82,1,1
CUST18869,2023-09-10,14,Yes,2025-07-30,SME,West,Quarterly,UPI,754.3,45,2,3
CUST18870,2022-09-16,23,No,,Corporate,North,Quarterly,UPI,422.35,37,2,2
CUST18871,2021-08-16,29,No,,Retail,East,Monthly,UPI,569.95,76,3,5
CUST18872,2021-01-17,42,Yes,2021-10-31,Retail,South,Quarterly,UPI,498.76,17,2,3
CUST18873,2021-01-12,35,Yes,2021-12-06,SME,North,Quarterly,Debit Card,713.42,33,3,5
CUST18874,2022-11-23,27,Yes,2025-01-28,Retail,West,Quarterly,Credit Card,594.34,67,2,2
CUST18875,2021-03-11,27,Yes,2022-10-13,Retail,North,Monthly,Credit Card,879.26,89,0,5
CUST18876,2021-04-18,30,No,,SME,West,Monthly,Credit Card,533.13,51,2,4
CUST18877,2021-07-20,3,No,,Retail,North,Monthly,Credit Card,726.75,78,0,5
CUST18878,2023-12-12,12,Yes,2024-03-08,SME,West,Monthly,UPI,465.36,43,6,1
CUST18879,2022-09-21,47,No,,Retail,South,Monthly,Debit Card,475.25,59,0,1
CUST18880,2023-06-25,31,No,,Retail,East,Monthly,UPI,731.99,33,1,3
CUST18881,2021-10-30,37,Yes,2024-03-29,Corporate,West,Monthly,Debit Card,606.5,20,2,2
CUST18882,2023-07-26,27,Yes,2023-12-15,Retail,West,Quarterly,UPI,621.38,49,0,5
CUST18883,2022-07-30,47,No,,Retail,East,Monthly,UPI,926.33,21,0,2
CUST18884,2022-07-09,24,No,,SME,South,Monthly,UPI,600.83,18,3,5
CUST18885,2021-05-05,41,Yes,2021-08-28,Retail,South,Monthly,Credit Card,643.66,52,2,2
CUST18886,2023-05-09,40,Yes,2024-03-02,Retail,North,Monthly,UPI,597.21,59,1,5
CUST18887,2023-01-15,11,No,,SME,East,Monthly,UPI,525.47,32,2,3
CUST18888,2022-04-25,27,No,,SME,South,Quarterly,UPI,520.36,75,3,2
CUST18889,2021-05-12,9,No,,SME,South,Quarterly,Debit Card,1024.23,93,3,2
CUST18890,2023-10-23,16,No,,SME,South,Monthly,UPI,832.72,84,0,4
CUST18891,2021-04-25,14,No,,Corporate,East,Annual,Credit Card,804.61,70,0,5
CUST18892,2022-04-26,47,No,,Retail,North,Monthly,Debit Card,661.78,79,0,2
CUST18893,2023-09-08,30,No,,Retail,South,Annual,UPI,1013.49,55,2,3
CUST18894,2023-10-22,46,Yes,2025-04-15,Corporate,West,Annual,Debit Card,878.16,40,2,4
CUST18895,2021-11-27,24,No,,SME,North,Annual,Debit Card,503.1,19,1,1
CUST18896,2023-07-31,42,No,,SME,East,Quarterly,Credit Card,996.07,26,2,5
CUST18897,2023-08-13,13,Yes,2024-01-12,Retail,East,Monthly,UPI,952.47,79,2,5
CUST18898,2023-02-07,33,No,,Retail,South,Quarterly,UPI,573.42,25,2,1
CUST18899,2022-01-26,9,No,,Retail,West,Quarterly,UPI,876.81,70,2,1
CUST18900,2023-04-14,26,No,,Retail,North,Monthly,Debit Card,910.79,79,2,1
CUST18901,2021-05-23,42,Yes,2022-10-02,Retail,South,Quarterly,Debit Card,455.43,49,1,2
CUST18902,2021-11-24,45,No,,SME,North,Monthly,UPI,401.39,46,2,3
CUST18903,2022-09-20,13,Yes,2023-02-04,Corporate,North,Annual,UPI,718.35,6,3,5
CUST18904,2022-01-12,21,No,,Retail,North,Quarterly,Credit Card,517.68,14,3,3
CUST18905,2021-03-31,29,No,,Retail,North,Annual,UPI,259.25,30,4,2
CUST18906,2023-03-19,28,Yes,2025-05-15,SME,North,Monthly,Credit Card,477.42,70,0,4
CUST18907,2023-10-18,24,No,,Retail,North,Monthly,Debit Card,521.43,70,2,3
CUST18908,2023-12-02,13,Yes,2024-08-10,SME,North,Monthly,Debit Card,548.31,70,0,2
CUST18909,2023-11-25,42,Yes,2025-02-06,Corporate,South,Annual,UPI,664.87,60,2,5
CUST18910,2023-10-09,20,Yes,2025-11-23,SME,East,Monthly,Debit Card,1024.02,18,0,5
CUST18911,2022-07-07,39,No,,Retail,South,Monthly,Debit Card,764.06,62,3,1
CUST18912,2021-05-04,7,No,,SME,North,Quarterly,Credit Card,944.06,65,3,5
CUST18913,2021-02-26,41,No,,Retail,West,Quarterly,Debit Card,802.9,56,0,2
CUST18914,2023-03-17,15,No,,Retail,North,Quarterly,Credit Card,680.92,75,3,4
CUST18915,2021-08-23,25,No,,SME,East,Quarterly,Debit Card,777.51,38,2,3
CUST18916,2022-08-31,35,No,,SME,South,Quarterly,Debit Card,687.26,69,0,4
CUST18917,2022-01-27,13,No,,Corporate,North,Monthly,UPI,737.9,33,2,2
CUST18918,2023-08-28,43,Yes,2024-05-28,Corporate,South,Quarterly,Credit Card,723.08,63,2,3
CUST18919,2024-04-14,8,No,,Retail,North,Quarterly,Credit Card,587.14,35,1,1
CUST18920,2021-02-21,21,No,,Retail,East,Quarterly,Credit Card,398.96,25,2,2
CUST18921,2022-05-04,6,No,,Retail,West,Quarterly,UPI,375.81,85,1,2
CUST18922,2021-01-05,10,No,,Retail,North,Annual,Credit Card,505.58,7,4,1
CUST18923,2022-09-24,41,No,,SME,East,Monthly,Debit Card,510.54,91,2,5
CUST18924,2021-08-05,21,Yes,2022-04-13,Corporate,East,Quarterly,UPI,544.17,13,1,2
CUST18925,2022-06-20,14,No,,SME,North,Quarterly,UPI,987.81,86,1,3
CUST18926,2023-01-08,45,No,,Retail,South,Annual,UPI,856.79,86,2,3
CUST18927,2022-12-31,33,No,,SME,North,Monthly,Credit Card,1040.16,41,4,4
CUST18928,2023-11-16,25,No,,Retail,East,Quarterly,Credit Card,671.13,56,3,3
CUST18929,2021-01-03,19,Yes,2022-10-30,Retail,East,Monthly,UPI,439.35,62,0,2
CUST18930,2023-10-23,9,No,,Retail,North,Monthly,Credit Card,656.39,73,2,4
CUST18931,2023-10-23,47,No,,SME,North,Quarterly,Credit Card,568.3,15,2,1
CUST18932,2021-05-30,37,No,,SME,East,Quarterly,Debit Card,884.05,67,2,2
CUST18933,2021-01-04,36,No,,Retail,East,Quarterly,Credit Card,945.36,96,1,1
CUST18934,2022-04-13,36,Yes,2024-05-30,Retail,West,Annual,Debit Card,393.01,47,3,3
CUST18935,2021-03-11,15,Yes,2022-03-04,Corporate,East,Quarterly,Credit Card,845.19,66,2,2
CUST18936,2021-07-20,5,No,,Retail,West,Annual,Debit Card,860.57,32,2,2
CUST18937,2021-11-04,17,No,,SME,South,Annual,UPI,933.41,16,3,5
CUST18938,2023-07-11,30,No,,Corporate,East,Monthly,Credit Card,836.23,16,4,4
CUST18939,2021-10-19,7,No,,Retail,West,Quarterly,Debit Card,256.86,50,0,1
CUST18940,2024-03-23,6,No,,SME,West,Quarterly,Credit Card,776.8,55,2,3
CUST18941,2023-07-13,15,No,,Corporate,South,Monthly,UPI,751.2,82,5,4
CUST18942,2024-03-02,46,No,,SME,South,Quarterly,Credit Card,626.92,35,3,1
CUST18943,2023-06-02,10,No,,Retail,North,Quarterly,UPI,848.14,11,3,4
CUST18944,2022-08-09,6,No,,SME,East,Monthly,UPI,548.02,23,0,2
CUST18945,2022-05-24,42,Yes,2023-08-19,Corporate,South,Annual,Credit Card,462.03,56,3,1
CUST18946,2021-01-05,41,No,,Corporate,South,Annual,Debit Card,709.92,40,3,5
CUST18947,2021-10-20,13,No,,Corporate,East,Monthly,Credit Card,475.1,82,3,1
CUST18948,2021-12-26,14,No,,SME,South,Quarterly,Debit Card,653.21,70,0,5
CUST18949,2021-08-02,1,No,,Corporate,South,Quarterly,Credit Card,846.29,83,3,2
CUST18950,2023-11-05,33,No,,Retail,East,Quarterly,Credit Card,621.66,19,1,1
CUST18951,2022-07-17,19,No,,Retail,West,Quarterly,Credit Card,401.55,33,2,4
CUST18952,2023-02-04,9,Yes,2025-01-15,Corporate,North,Monthly,Credit Card,697.6,97,3,5
CUST18953,2021-02-14,37,No,,Corporate,North,Monthly,Debit Card,620.74,26,0,3
CUST18954,2022-12-04,12,Yes,2023-09-04,Retail,West,Monthly,Debit Card,638.05,70,0,4
CUST18955,2022-09-26,5,No,,Corporate,West,Annual,Debit Card,751.94,10,2,5
CUST18956,2022-10-23,6,No,,Retail,East,Monthly,Debit Card,976.44,60,0,1
CUST18957,2024-04-08,11,No,,Retail,South,Quarterly,Credit Card,641.32,21,1,2
CUST18958,2022-12-22,38,Yes,2024-07-17,Retail,East,Monthly,UPI,445.91,36,1,1
CUST18959,2022-08-17,10,No,,Retail,South,Quarterly,Debit Card,652.87,65,2,3
CUST18960,2021-09-03,15,Yes,2023-12-19,Corporate,West,Quarterly,Debit Card,458.5,23,4,1
CUST18961,2023-05-07,39,No,,Retail,East,Quarterly,Credit Card,649.01,78,0,1
CUST18962,2022-07-06,28,No,,Retail,North,Quarterly,UPI,936.38,77,2,3
CUST18963,2021-02-12,3,No,,Retail,North,Monthly,Credit Card,610.93,11,3,4
CUST18964,2023-04-21,16,No,,Retail,East,Annual,Debit Card,375.66,8,3,2
CUST18965,2021-06-28,45,No,,Corporate,West,Annual,UPI,1062.61,79,1,4
CUST18966,2022-06-19,17,Yes,2022-10-02,Retail,North,Monthly,Debit Card,577.41,94,1,2
CUST18967,2022-08-30,36,Yes,2023-10-13,Retail,North,Annual,UPI,939.35,34,3,2
CUST18968,2022-11-03,19,No,,SME,East,Annual,Credit Card,445.53,26,1,2
CUST18969,2023-07-16,4,No,,SME,East,Quarterly,Credit Card,1007.25,64,3,2
CUST18970,2021-01-17,25,No,,Corporate,North,Annual,Debit Card,490.88,90,0,4
CUST18971,2024-02-10,27,No,,Retail,East,Annual,Credit Card,831.98,60,0,3
CUST18972,2023-04-06,12,No,,Corporate,West,Quarterly,Debit Card,1121.02,85,2,2
CUST18973,2022-07-01,27,Yes,2024-07-15,Retail,West,Quarterly,Debit Card,830.48,9,2,2
CUST18974,2023-11-20,4,No,,SME,South,Quarterly,UPI,603.31,6,1,4
CUST18975,2022-03-13,24,No,,Retail,South,Monthly,Credit Card,802.17,23,4,2
CUST18976,2021-06-28,17,No,,Retail,East,Annual,Debit Card,250.0,20,1,3
CUST18977,2022-09-08,26,No,,Retail,West,Annual,Credit Card,730.59,11,3,4
CUST18978,2022-11-08,18,No,,Retail,North,Quarterly,UPI,531.69,39,1,4
CUST18979,2022-09-26,22,No,,SME,South,Quarterly,Credit Card,576.75,9,3,2
CUST18980,2024-03-03,6,No,,Retail,South,Monthly,Debit Card,732.45,18,0,1
CUST18981,2023-03-13,19,No,,Retail,South,Quarterly,UPI,686.01,78,5,4
CUST18982,2021-11-08,37,No,,Retail,West,Annual,Debit Card,815.55,44,5,5
CUST18983,2021-01-25,34,No,,Corporate,South,Monthly,Debit Card,575.81,50,1,4
CUST18984,2022-01-06,11,No,,SME,East,Quarterly,Credit Card,708.28,74,1,2
CUST18985,2022-06-09,24,No,,Retail,North,Monthly,Debit Card,393.58,26,0,2
CUST18986,2021-08-18,45,Yes,2021-12-16,Corporate,North,Monthly,Credit Card,605.08,38,4,1
CUST18987,2024-01-31,37,Yes,2024-12-27,Retail,West,Quarterly,UPI,897.13,31,5,2
CUST18988,2022-01-13,23,Yes,2023-08-03,Retail,West,Monthly,UPI,510.77,73,1,4
CUST18989,2023-06-07,40,No,,SME,South,Monthly,UPI,837.88,36,2,2
CUST18990,2022-04-07,43,No,,Retail,North,Quarterly,UPI,445.62,41,0,1
CUST18991,2021-12-31,4,No,,SME,East,Monthly,UPI,1058.73,85,1,4
CUST18992,2021-04-14,18,Yes,2021-08-28,SME,North,Monthly,Credit Card,1020.62,74,3,1
CUST18993,2024-02-09,30,No,,Retail,North,Monthly,UPI,610.33,9,5,1
CUST18994,2022-03-04,15,No,,Retail,South,Annual,Credit Card,829.09,16,0,3
CUST18995,2022-04-14,37,No,,Retail,South,Monthly,Credit Card,781.46,74,0,5
CUST18996,2023-10-12,23,Yes,2025-12-31,SME,East,Monthly,Credit Card,441.67,8,1,3
CUST18997,2023-05-20,12,No,,Retail,South,Annual,Debit Card,724.63,79,1,5
CUST18998,2023-02-09,4,No,,Retail,East,Monthly,Debit Card,744.69,42,1,2
CUST18999,2022-11-11,4,No,,SME,South,Annual,Debit Card,506.6,69,4,5
CUST19000,2023-03-16,41,No,,Retail,South,Quarterly,Debit Card,668.32,35,2,4
CUST19001,2023-06-05,41,No,,Retail,East,Monthly,UPI,745.47,63,0,3
CUST19002,2022-07-15,14,No,,Retail,West,Monthly,UPI,389.68,74,1,2
CUST19003,2021-11-27,8,No,,SME,South,Monthly,UPI,700.15,95,1,3
CUST19004,2022-08-10,23,No,,SME,West,Quarterly,Debit Card,672.65,37,1,2
CUST19005,2021-07-20,1,No,,Retail,East,Monthly,Debit Card,694.73,70,0,1
CUST19006,2022-03-30,11,No,,SME,East,Quarterly,Credit Card,961.06,76,2,3
CUST19007,2023-04-06,27,No,,Retail,South,Monthly,UPI,399.86,98,1,4
CUST19008,2021-04-21,4,No,,Corporate,North,Monthly,UPI,743.09,83,4,4
CUST19009,2023-05-14,29,No,,Retail,East,Quarterly,UPI,572.32,62,2,4
CUST19010,2023-06-27,17,No,,Retail,East,Monthly,Credit Card,574.83,20,0,4
CUST19011,2021-02-02,19,No,,SME,West,Annual,UPI,587.97,67,8,3
CUST19012,2022-07-09,45,No,,Retail,East,Monthly,Debit Card,888.16,75,1,5
CUST19013,2021-04-17,24,Yes,2021-12-08,Corporate,East,Monthly,UPI,937.1,81,1,5
